Restaurant	Category	Dish	Description	Food restrictions	Source
Panimoravintola Viisi Penniä	Starters	LOHTA JA PUNAJUURTA (L, G*)	"Punajuuren kera graavattua merilohta, lipstikkamajoneesia,
marinoitua punasipulia, friteerattua kaprista ja
saaristolaisleipä-crumblea"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Starters	PAAHDETTU KUKKAKAALIKEITTO (L, G*)	"Kuohkeaa paahteinen kukkakaalikeitto, friteerattua
kukkakaalia, paahdettua voita ja krutonkeja, rapeaa lehtikaalia
(saatavilla pekonilla höystettynä pyydettäessä)"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Mains	PENNIN LIHAPULLAT (L, G)	"Klassiset naudanlihapullat, keittiömestarin kermaista
pippurikastiketta, perunamuhennosta, kotimaista
puolukkaa ja Myrttisen suolakurkkua"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Mains	OMAN KEITTIÖN SAVULOHI (L,G)	"Viiden Pennin keittiössä savustettua lohta, tilli-voiperunaa,
kukkakaalipyree ja raikas yrtti-fenkolisalaatti"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Mains	SITRUUNAINEN PINAATTIRISOTTO (L,G* ,V*)	"Perinteinen risotto, jossa pinaattia kahdella tapaa,
ruohosipulia, sokerihernettä, parmesania ja paahdettua
voita"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Desserts	KEY LIME PIE (L,G)	"Lime-juustokakkua Amerikan tyyliin, paahdettua marenkia
ja tuoreita marjoja"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Desserts	PASSION CREME BRULEE (L,G)	"Klassinen kermavanukas paahdetulla sokerilla ja tuoretta
passionhedelmää"	['Vegan', 'Vegetarian']	menu_highlights
Panimoravintola Viisi Penniä	Desserts	PENNIN RITARIT (L)	"Voissa paistettuja rikkaita ritareita, vaniljajäätelöä ja
tuoreita marjoja"	['Vegan', 'Vegetarian']	menu_highlights
Relove Stockmann Helsinki	Breakfast	MARANT (L, G)	omeletti minttu-hernetahnalla ja fetalla & vihersalaattia  vihersmoothie  granola mantelimaidolla & marjoilla  luomukahvi tai-tee / erikoiskahvi +3€	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Relove Stockmann Helsinki	Breakfast	FILIPPA (L)	vatkattua minttufetaa, kurkkua, & yrttiöljyä  vesimelonia & rucolaa  paahdettua leipää & keitetty luomukananmuna  omena-inkiväärimehu  luomukahvi tai-tee / erikoiskahvi +3€	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Relove Stockmann Helsinki	Breakfast	BOSS (Ve, G)	acai bowl, granolaa & maapähkinävoita saaristolaisleipää  avokadoa & hummusta  tuoreita hedelmiä  inkiväärishotti  luomukahvi tai-tee / erikoiskahvi +3€	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Relove Stockmann Helsinki	Lunch	I Think You're Egg-cellent (L, G)	omeletti minttu-hernetahnalla, fetalla, marinoitua punasipulia & vihersalaattia (G,L)	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Relove Stockmann Helsinki	Lunch	Keitto	paahdettu bataattikeitto & ripotteita (G, VE)	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Relove Stockmann Helsinki	Mains	Afternoon Tea kahdelle	Reloven Afternoon Tea-kattaus sisältää haudutetun teen, jaettavan makean kakkuplatterin sekä suolaisen leivän.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Antipasti	PASTRAMI M, G	"Pippuroitua härkäpastramia ja tryffeliaiolia
Pepper-crusted beef pastrami with truffle aioli"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Antipasti	BRUSCHETTA	"Kylmäsavulohta ja vaahdotettua sitruunaricottaa,
ja grillattua hapanjuurileipää
Cold-smoked salmon and whipped lemon ricotta
on grilled sourdough bread"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Antipasti	BURRATA L, G	"Tomaattia, mozzarellaa ja pistaasipähkinää
Tomato, mozzarella & pistachio"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Mains	POLPETTE L	"Italialaisia lihapullia, tomaattikastiketta, parmesaania, basilikaa ja tagliatellea
Italian meatballs in tomato sauce with Parmesan, basil & tagliatelle pasta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Mains	RISOTTO L, G,	"Herkkutattirisottoa, grillattua kuningas osterivinokasta ja mozzarellaa
Porcini risotto with grilled kingoyster mushrooms & mozzarella"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Mains	BISTECCA AL PEPE  L, G	"Kotimainen sisäfileepihvi, kermaista viherpippuri kastiketta, valkosipuli papuja
ja parmesaani ranskalaisia
Domestic fillet steak, creamy green pepper sauce, garlic beans & Parmesan
fries"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Pizza	IL CENTRO SPECIALE	"Gustarosso-tomaatteja, savukinkkua, ananassalsaa, sinihomejuustoa ja
parmesaania
Gustarosso tomatoes, smoked ham, pineapple salsa, blue cheese and
parmesan"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Pizza	PARMA	"Gustarosso-tomaatteja, parmankinkkua, buffalo mozzarellaa, rucolaa ja
parmesaania 
Gustarosso tomatoes, parma ham, buffalo mozzarella, rocket and parmesan"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Il Centro - Scandic Helsinki Hub	Pizza	DIAVOLA	"Gustarosso-tomaatteja, mausteista salamia, Calabrian 'Ndujaa,
Agerola-mozzarellaa, basilikaa ja oliiviöljyä
Gustarosso tomatoes, spicy salami, Calabria 'Nduja, agerola mozzarella,
basil and olive oil"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ateneum Bistro	Lunch	Viikottain vaihtuva menu		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ateneum Bistro	Afternoon Tea	Afternoon Tea 2 hengelle	"Suolaisia ja makeita herkkuja, sekä teetä.

​Ilmoitathan mahdollisista allergioista etukäteen. Afternoon Tea -kattaus on varattava etukäteen."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Kahvila Rakastan	Brunch	Vaihtuva brunssi		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Kahvila Rakastan	Lunch	Vaihtuva lounas	arkisin klo 11-15	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Starters	BLINI (L)	"Kirjolohenmätiä, savusmetanaa ja
punasipulia
Rainbow trout roe, smoked sour cream and
red onion"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Starters	ARANCINI (V, G)	"Tattitäytteinen arancini, tomaattihilloa ja
pinaattihummusta 
Arancini filled with porcini mushrooms, served
with tomato jam and spinach hummus"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Starters	SNAILS (L)	"Pankojauhoilla gratinoidut valkosipuli-persiljavoietanat, sinihomejuustoa ja grillattua
levainleipää
Panko-gratinated snails in garlic-parsley
butter with blue cheese and
grilled levain"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Mains	REINDEER (L, G)	"Perinteistä poronkäristystä Hesperian tapaan,
perunapyre, valkosipulikurkkuja ja puolukkasurvosta
Traditional sautéed reindeer “Hesperia style”, served
with potato purée, garlic pickles and lingonberry jam"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Mains	CHICKEN (L, G)	"Grillattua kananrintafileetä, kurpitsarisottoa,
babypinaattia, haudutettua fenkolia ja
portviinikastiketta
Grilled chicken breast with pumpkin risotto,
baby spinach, braised fennel, and port wine sauce"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Mains	RISOTTO (V, G)	"Sahramirisotto, pikkelöityä kantarellia, paahdettuja
pinjansiemeniä ja lehtikaalisipsejä
Saffron risotto with pickled chanterelles, roasted
pine nuts and kale chips"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Desserts	APPLE TRIFLE (L, G)	"Paahdettua omenaa, kanelisiirappia, vanilja-mascarponemoussea ja karamellisoituja kauraleseitä 
Roasted apple, cinnamon syrup, vanilla-mascarpone
mousse, and caramelized oat flakes"	['Vegetarian']	menu_highlights
Hesperia Restaurant & Bar	Desserts	CHOCOLATE (L, G)	"Suklaafondant, sitruunacurdia, pistaasia ja vaniljajäätelöä
Chocolate fondant with lemon curd, pistachio and
vanilla ice cream"	['Vegetarian']	menu_highlights
Más	Mains	MAS BURGER* (M)	"Grillattu 200 g Black Angus hampurilaispihvi,
mojorojo-salsaa, karamellisoitua sipulia,
 jalopeno-pekoniaiolia ja ranskalaisia perunoita
Grilled 200 g Black Angus burger steak, mojo rojo,
caramelized onion, jalapeño and bacon aioli
and french fries"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Mains	IBERICO (L, G)	"Pitkään haudutettua ja portviinillä glaseerattua
ylikypsää Iberico porsaanniskaa, grillattua kaalia ja
selleri-perunapyreetä
Braised Iberico pork neck glazed with port, grilled cabbage
and celery and potato puree"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Mains	BISTEC Y ENSALADA (L, G)	"Grillattu 200 g härän ulkofileepihvi, chipotle-bearnaisea,
espanjalaista tomaattisalaattia ja ranskalaisia perunoita
Grilled 200 g beef sirloin steak, chipotle and béarnaise
sauce, Spanish tomato salad and french fries"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Tapas	ATUN PINTXO (L)	"Tonnikalatahnaa ja grillattua paprikaa
Tuna spread and grilled bell peppers"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Tapas	SERRANO PINTXO (M)	"Paistettuja herkkusieniä, hunaja-aiolia
ja serranokinkkua leivällä
Fried button mushrooms, honey aioli
and serrano ham on bread"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Tapas	ALBONDIGAS (M, G)	"Tomaattikastikkeessa haudutettuja
Espanjalaisia lihapullia
Spanish meatballs in tomato sauce"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Desserts	TARTA DE QUESO (L, G)	"Espanjalainen paistettu juustokakku ja mansikoita
Spanish baked cheesecake and strawberries"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Desserts	XOCO (L, G)	"Suklaavanukas, appelsiinia, paahdettua mantelia
ja oliiviöljyä
Chocolate pudding, orange, roasted almonds
and olive oil"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Más	Desserts	CHURRO (L)	"Espanjanmunkki ja suklaakastiketta
Deep fried doughnut sticks with chocolate sauce"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Starters	CHORIZO ANTIPASTI	Chorizoa, aurinkokuivattua tomaattia, rucolaa ja aiolia.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Starters	TZATSIKI CEASAR SALAATTI PIENI		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Starters	MOZZARELLA ANTIPASTI		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Pizza	VERDE MON DIEU!	"Raastettua punajuurta, aurajuustoa,
auringonkukansiemeniä, tomaattismetanaa,
rucolaa, hunajaa ja seesamikastiketta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Pizza	TRUFFO	"Rucolaa, tuoreita herkkusieniä ja siitakesieniä, punasipulia,
sekä tryffeliöljyä. Vaaleapohjainen pizza, joka ei sisällä tomaattikastiketta."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Pizza	MARGOT & RITA	"Tuoretta basilikaa. 
Lisätäytteeksi suosittelemme mozzarella di bufalaa +3 €"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Desserts	SUKLAA-APPELSIINILEIVOS	Suussa sulava, täyteläinen suklaaleivos ja sorbettia.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Classic Pizza Forum	Desserts	ASSERIN TAIGA	Temperoitua leipäjuustoa, lakkahilloa ja vaniljajäätelöä.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Mullikka	Burgers	MULLIBURGERI	160g rotukarjapihvi, talon salsaketsuppia, cheddaria, tomaattia, pikkelöityä punasipulia, Dijon-majoneesia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Mullikka	Burgers	SMASH (myös kasvisversio)	2 x 80g rotukarjapihvi, Amerikan cheddaria, maustekurkkua, chili-limemajoneesia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ravintola Mullikka	Burgers	AURABURGERI	160g rotukarjapihvi, aurajuustoa, pikkelöityä punasipulia, talon salsaketsuppia, valkosipulimajoneesia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Da Spizzico	Antipasti	Tagliere di Salumi e Formaggi -lajitelma	Salami - kuivattu kinkku - juusto - oliivi - focaccia leipä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Da Spizzico	Pizza	La Siciliana	Fior di latte - pistaasi - mortadella leikkelemakkara - burrata - pistaasijauhetta	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Da Spizzico	Pizza	La Vegana	tomaattikastike - portobello - kesäkurpitsa - paprika	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Da Spizzico	Desserts	Tiramisù		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Skiffer Viiskulma	Pizza	KAA 4	Korpelan saunapalvikinkkua, Forum d'Ambert AOP sinihomejuustoa ja tuoretta ananasta.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Skiffer Viiskulma	Pizza	Pan Con Vegan	"Pan Con Vegan
Paahdettua Portobello sieniä, villitomaatteja, vegaani-juustoa, yrttejä ja valkosipulia."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Skiffer Viiskulma	Pizza	Surf & Turf	Tuoretta chorizomakkaraa, jokirapuja, tuoretta chiliä ja korianteria.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Starters	TOPINAMBUR & BUFFALA	"Kuohkeaa maa-artisokkakeittoa, buffala-juustoa,
villiriisiä, tattaria ja omenaa"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Starters	BOEUF TARTARE	"Maustettu häränlihatartar, kaprista, punasipulia,
hasselpähkinää, piparjuurta ja tryffeliä"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Starters	COCKTAIL DE CREVETTES	"Käsinkuorittua katkarapua, taskuravun lihaa,
muikunmätiä, Rhodes island- kastiketta, omenaa ja
sydänsalaattia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Mains	RISOTTO AUX CÈPES	"Herkkutattirisottoa, raikasta omenaa, villiriisiä ja
paahdettua pinjansiemeniä"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Mains	MOULES MARINIÉRES	"Anis-fenkolikermassa keitettyjä
sinisimpukoita, jalapenoa, ranskanperunoita,
hapanjuurileipää ja aiolia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Mains	AGNEAU	"Mureaksi haudutettua Lallin Lampaan karitsan
ulkofileetä, metsäsieniä, karamellisoitua sipulia,
palsternakkapyreetä ja piparjuurikastiketta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Desserts	FRAMBOISIER & TIMUR	"Vadelmasorbettia, Timur
pippurimarenkia ja vaniljakreemiä"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Desserts	CHOCOLAT	"Suklaamoussea 63% Vanuari-suklaasta,
hasselpähkinää ja boyssenmarjasorbettia"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Bistro O Mat Hakaniemi	Desserts	CHARIOT Á FROMAGE	"Valikoima parhaita ranskalaisia juustoja
juustokärrystä ja hilloketta"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Starters	RUSTIIKKINEN MAALAISLEIPÄ	"Meillä tänään paistettua maalaisleipää oliiviöljyn
ja balsamicon kera"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Starters	JOKIRAPU-CAESARSALAATTI	"Jokirapuja, romainesalaattia, talon raikasta
caesarkastiketta, parmesaanilastuja ja krutonkeja"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Starters	VIHERSALAATTI	Pastan rinnalle vihersalaatti. Rucolaa, romainesalaattia, oliiviöljyä ja sitrusvinaigretteä	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Pasta	SALVIA-VOIPASTA	”Cur moriatur homo cui salvia crescit in horto?” – Miksi kuolisi ihminen, jos salvia kasvaa hänen puutarhassaan? Tuoretta salviaa, voita ja parmesania	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Pasta	CARBONARA	"Aina maittava klassikko! Rapeaksi paistettua sian
savukylkeä, kermaa, kananmunaa sekä mustapippuria. Sisältää parmesania"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Pasta	KOTPOT	"Thaimaalaisia makuja Makaronitehdaslaisittain!
Valkosipuliöljyssä tiristettyä kanaa kookosmaidossa, korianteria, inkivääriä, chiliä, punaista currya, kalakastiketta ja limeä"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Desserts	SUKLAA-APPELSIINILEIVOS JA SORBETTIA	Suussa sulava, täyteläinen suklaaleivos ja sorbettia	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Desserts	SWEET SANTA MINTTUSUKLAAJÄÄTELÖÄ	Minttusuklaan makuinen täyteläinen kermajäätelö	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Makaronitehdas Forum	Desserts	BAD SANTA LIMONCELLO JÄÄTELÖÄ K-18	Italian perhetiloilla tuotetulla limoncello-liköörillä maustettu kermajäätelö. Tuote sisältää alkoholia, eikä täten sovellu kuin täysi-ikäisille asiakkaille (alkoholipitoisuus 4%). Tätä et löydä muualta!	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ekberg	Breakfast	Runsas aamiainen Helsingin keskustassa	"Arkisin aamiaista tarjoillaan klo 7.30–10.30. Noutopöydässä on tarjolla runsas valikoima oman leipomomme käsinleivottua leipää, croissantteja, juustoa, leikkeleitä, vihanneksia, puuroa, jogurttia, mysliä, keitettyjä kananmunia, kermaisaa uunimunakasta,makeaa jälkiruokaa sekä kahvia, teetä ja tuoremehua.

Aamiainen
Ma - Pe	 klo 07.30- 10.30"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ekberg	Brunch	Kiireetön lauantai- ja sunnuntaibrunssi	"Tarjoilemme Brunssia lauantaisin ja sunnunstaisin 09.00-14.30 tarjolla on mm. oman leipomomme käsinleivottua leipää, uunituoreita voicroissantteja, juustoa, leikkeleitä, nakkeja/lihapullia/pekonia, mausteperunoita/juureksia vaihdellen, tuoreita vihanneksia, erilaisia ruokaisia salaatteja, uunikaurapuuroa, jogurttia, mysliä, muroja, keitettyjä kananmunia, kermaisaa uunimunakasta, raikkaita hedelmiä, makeaa jälkiruokaa sekä kahvia, teetä ja tuoremehua. Valikoima vaihtelee kausittain.

Brunssi 
La – Su 9.00 - 14.30"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ekberg	Lunch	Maistuva lounasbuffet	"Tarjoilemme lounasta joka arkipäivä kello11.00-14.00. Tarjolla on runsas salaattipöytä, keittoa tai muuta lämmintä ruokaa vaihdellen eri viikonpäivinä, tuoretta leipää omasta leipomostamme, kahvia ja teetä sekä makeaa jälkiruokaa.. Lounaamme on laadukkaista raaka-aineista valmistettua, herkullista kotiruokaa, ja teemme kaiken alusta alkaen itse, paikan päällä. Lounaslistamme vaihtuu viikoittain.

Lounas
Ma - Pe	11.00 - 14.00"	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ekberg	Lunch	Kahvit,  leivokset  ja à la carte -listan antimet saatavilla muina aikoina. Lämpimästi tervetuloa hemmoteltavaksi!		['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ginza Sushi Bar Kluuvi	Starters	MISO SOUP (L)	Silken tofu, dried seaweed and chives	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ginza Sushi Bar Kluuvi	Starters	SALMON TATAKI (4 PCS)	Seared salmon with guacamole and salmon roe.	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ginza Sushi Bar Kluuvi	Starters	FRIED CHICKEN KARAAGE (4 PCS)	"Fried soy-marinated chicken with cabbage and miso dressing.
Choose your dipping sauce: Truffle Mayo | Spicy Mayo."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ginza Sushi Bar Kluuvi	Sushi	GINZA BOAT SET 1 - FOR TWO PEOPLE (26 PCS)	"Uramaki: King Ebi (4 pcs) - Salmon Sensation (4 pcs) 
Nigiri: Salmon (2 pcs), Tuna (2 pcs). 
Hosomaki: Salmon (6 pcs).   Sashimi: Salmon (2 pcs), Tuna (2 pcs), Tiger prawn (2pcs)
and Fish of the day (2 pcs)."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ginza Sushi Bar Kluuvi	Bowls	CHIRASHI BOWL	"Fresh salmon, tuna, fish of the day, tiger prawn, wakame,
edamame, avocado, cucumber, radish, cream cheese, shisho
- with special mayonnaise, salmon roe and chives."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
Ginza Sushi Bar Kluuvi	Bowls	SPICY GRILLED SALMON POKEBOWL	"Grilled salmon, wakame, edamame, avocado, cucumber, radish,
cream cheese, shisho - with spicy mayonnaise, teriyaki sauce,
salmon roe, chives and sesame."	['Gluten-free', 'Vegan', 'Vegetarian']	menu_highlights
